episode,final_balance,cum_reward
437,1013.00,13.00
438,1010.00,10.00
439,1024.00,24.00
440,1019.00,19.00
441,1004.00,4.00
442,1000.00,0.00
443,993.00,-7.00
444,1010.00,10.00
445,1014.00,14.00
446,1028.00,28.00
447,992.00,-8.00
448,1006.00,6.00
449,1007.00,7.00
450,1023.00,23.00
451,998.00,-2.00
452,1015.00,15.00
453,1019.00,19.00
454,1030.00,30.00
455,1020.00,20.00
456,1016.00,16.00
457,1018.00,18.00
458,1014.00,14.00
459,1002.00,2.00
460,1008.00,8.00
461,1013.00,13.00
462,1026.00,26.00
463,1003.00,3.00
464,1000.00,0.00
465,1013.00,13.00
466,1014.00,14.00
467,1012.00,12.00
468,1006.00,6.00
469,1009.00,9.00
470,991.00,-9.00
471,1004.00,4.00
472,1013.00,13.00
473,1002.00,2.00
474,1006.00,6.00
475,1026.00,26.00
476,1009.00,9.00
477,1017.00,17.00
478,999.00,-1.00
479,1003.00,3.00
480,1015.00,15.00
481,982.00,-18.00
482,1020.00,20.00
483,1021.00,21.00
484,997.00,-3.00
485,1022.00,22.00
486,991.00,-9.00
487,1004.00,4.00
488,1024.00,24.00
489,1009.00,9.00
490,1002.00,2.00
491,1005.00,5.00
492,1005.00,5.00
493,1016.00,16.00
494,1024.00,24.00
495,1000.00,0.00
496,1004.00,4.00
497,1012.00,12.00
498,1012.00,12.00
499,1011.00,11.00
500,1012.00,12.00
501,1002.00,2.00
502,1007.00,7.00
503,1013.00,13.00
504,1025.00,25.00
505,1019.00,19.00
506,1014.00,14.00
507,1032.00,32.00
508,1028.00,28.00
509,1018.00,18.00
510,990.00,-10.00
511,1013.00,13.00
512,1025.00,25.00
513,1003.00,3.00
514,1021.00,21.00
515,997.00,-3.00
516,1011.00,11.00
517,1017.00,17.00
518,1023.00,23.00
519,1015.00,15.00
520,999.00,-1.00
521,1031.00,31.00
522,1015.00,15.00
523,1006.00,6.00
524,990.00,-10.00
525,1012.00,12.00
526,1008.00,8.00
527,995.00,-5.00
528,1017.00,17.00
529,1026.00,26.00
530,999.00,-1.00
531,1009.00,9.00
532,1032.00,32.00
533,1019.00,19.00
534,1007.00,7.00
535,1028.00,28.00
536,1018.00,18.00
537,999.00,-1.00
538,1011.00,11.00
539,1007.00,7.00
540,1011.00,11.00
541,994.00,-6.00
542,1005.00,5.00
543,1026.00,26.00
544,999.00,-1.00
545,1018.00,18.00
546,1012.00,12.00
547,1002.00,2.00
548,1018.00,18.00
549,1004.00,4.00
550,1031.00,31.00
551,1011.00,11.00
552,1020.00,20.00
553,1017.00,17.00
554,997.00,-3.00
555,1012.00,12.00
556,1025.00,25.00
557,1013.00,13.00
558,1013.00,13.00
559,1026.00,26.00
560,1016.00,16.00
561,1012.00,12.00
562,1012.00,12.00
563,1001.00,1.00
564,1009.00,9.00
565,1005.00,5.00
566,1018.00,18.00
567,1022.00,22.00
568,1014.00,14.00
569,1022.00,22.00
570,1003.00,3.00
571,1000.00,0.00
572,1025.00,25.00
573,1022.00,22.00
574,1029.00,29.00
575,1026.00,26.00
576,1006.00,6.00
577,998.00,-2.00
578,1026.00,26.00
579,1013.00,13.00
580,1024.00,24.00
581,1005.00,5.00
582,1017.00,17.00
583,1015.00,15.00
584,1018.00,18.00
585,1018.00,18.00
586,1017.00,17.00
587,1017.00,17.00
588,1021.00,21.00
589,1014.00,14.00
590,1022.00,22.00
591,1003.00,3.00
592,997.00,-3.00
593,1020.00,20.00
594,1001.00,1.00
595,1012.00,12.00
596,1014.00,14.00
597,1003.00,3.00
598,1004.00,4.00
599,1009.00,9.00
600,1001.00,1.00
601,1038.00,38.00
602,1029.00,29.00
603,1018.00,18.00
604,1009.00,9.00
605,1010.00,10.00
606,1031.00,31.00
607,999.00,-1.00
608,1031.00,31.00
609,1035.00,35.00
610,1021.00,21.00
611,1011.00,11.00
612,1025.00,25.00
613,1022.00,22.00
614,1006.00,6.00
615,998.00,-2.00
616,1015.00,15.00
617,1015.00,15.00
618,1001.00,1.00
619,1012.00,12.00
620,1012.00,12.00
621,1020.00,20.00
