episode,timestep,reward
154,7920,19.0
154,7940,3000000.0
154,7960,6000000.0
155,7980,29.0
155,8000,5000000.0
155,8020,1000000.0
156,8040,8.0
156,8060,2000000.0
156,8080,8000000.0
157,8100,11.0
157,8120,14000000.0
158,8140,25.0
158,8160,5000000.0
159,8180,12.0
159,8200,2000000.0
159,8220,5000000.0
160,8240,14.0
160,8260,1000000.0
160,8280,10000000.0
161,8300,31.0
161,8320,14000000.0
162,8340,40.0
162,8360,3000000.0
162,8380,4000000.0
163,8400,11.0
163,8420,2000000.0
163,8440,11000000.0
164,8460,23.0
164,8480,-5000000.0
165,8500,-26.0
165,8520,-2000000.0
165,8540,5000000.0
165,8560,-12000000.0
166,8580,-27.0
166,8600,-4000000.0
167,8620,-7.0
167,8640,11000000.0
168,8660,38.0
168,8680,6000000.0
169,8700,21.0
169,8720,10000000.0
170,8740,21.0
170,8760,-7000000.0
171,8780,-11.0
171,8800,9000000.0
172,8820,20.0
172,8840,1000000.0
172,8860,8000000.0
173,8880,22.0
173,8900,0.0
173,8920,3000000.0
174,8940,34.0
174,8960,15000000.0
174,8980,11000000.0
175,9000,35.0
175,9020,4000000.0
175,9040,4000000.0
176,9060,19.0
176,9080,-14000000.0
176,9100,-8000000.0
176,9120,0.0
177,9140,-17.0
177,9160,0.0
178,9180,9.0
178,9200,13000000.0
179,9220,24.0
180,9240,29.0
180,9260,-3000000.0
180,9280,6000000.0
181,9300,18.0
181,9320,2000000.0
181,9340,8000000.0
181,9360,3000000.0
182,9380,21.0
182,9400,9000000.0
183,9420,26.0
183,9440,-1000000.0
184,9460,11.0
184,9480,6000000.0
184,9500,6000000.0
185,9520,22.0
185,9540,14000000.0
185,9560,3000000.0
185,9580,3000000.0
186,9600,37.0
186,9620,9000000.0
187,9640,29.0
187,9660,6000000.0
188,9680,25.0
188,9700,5000000.0
189,9720,15.0
189,9740,-3000000.0
190,9760,11.0
190,9780,8000000.0
191,9800,20.0
191,9820,11000000.0
191,9840,0.0
192,9860,22.0
192,9880,7000000.0
192,9900,4000000.0
193,9920,31.0
193,9940,6000000.0
193,9960,-5000000.0
194,9980,6.0
194,10000,10000000.0
194,10020,8000000.0
195,10040,27.0
195,10060,-1000000.0
196,10080,15.0
197,10100,23.0
197,10120,8000000.0
198,10140,14.0
198,10160,9000000.0
198,10180,11000000.0
199,10200,26.0
199,10220,1000000.0
199,10240,8000000.0
200,10260,25.0
200,10280,6000000.0
201,10300,7.0
201,10320,-7000000.0
202,10340,6.0
202,10360,10000000.0
202,10380,4000000.0
203,10400,29.0
203,10420,9000000.0
204,10440,30.0
204,10460,-8000000.0
205,10480,-13.0
205,10500,-8000000.0
206,10520,-7.0
206,10540,4000000.0
206,10560,-12000000.0
207,10580,-23.0
207,10600,-4000000.0
208,10620,-18.0
208,10640,-8000000.0
209,10660,-19.0
209,10680,12000000.0
210,10700,33.0
210,10720,14000000.0
211,10740,35.0
211,10760,9000000.0
212,10780,27.0
212,10800,4000000.0
213,10820,20.0
213,10840,3000000.0
213,10860,12000000.0
214,10880,27.0
214,10900,-4000000.0
215,10920,8.0
216,10940,36.0
216,10960,-9000000.0
216,10980,6000000.0
217,11000,4.0
217,11020,8000000.0
218,11040,27.0
218,11060,8000000.0
219,11080,31.0
219,11100,7000000.0
219,11120,-6000000.0
220,11140,-10.0
220,11160,-3000000.0
221,11180,-3.0
221,11200,-1000000.0
222,11220,-7.0
222,11240,16000000.0
222,11260,6000000.0
222,11280,9000000.0
223,11300,21.0
223,11320,-6000000.0
224,11340,-6.0
224,11360,9000000.0
224,11380,-10000000.0
224,11400,0.0
225,11420,25.0
225,11440,8000000.0
226,11460,25.0
226,11480,11000000.0
227,11500,26.0
227,11520,-5000000.0
227,11540,4000000.0
228,11560,19.0
228,11580,3000000.0
228,11600,5000000.0
229,11620,19.0
229,11640,-8000000.0
229,11660,8000000.0
230,11680,18.0
230,11700,5000000.0
230,11720,-6000000.0
231,11740,2.0
231,11760,-2000000.0
231,11780,1000000.0
232,11800,14.0
232,11820,5000000.0
233,11840,34.0
233,11860,8000000.0
233,11880,12000000.0
234,11900,26.0
234,11920,-6000000.0
234,11940,-5000000.0
234,11960,4000000.0
234,11980,4000000.0
235,12000,-21.0
235,12020,0.0
235,12040,8000000.0
235,12060,-6000000.0
236,12080,-11.0
236,12100,-1000000.0
237,12120,-6.0
237,12140,0.0
238,12160,11.0
238,12180,9000000.0
239,12200,28.0
239,12220,5000000.0
240,12240,11.0
240,12260,-7000000.0
241,12280,-24.0
241,12300,8000000.0
242,12320,27.0
242,12340,-4000000.0
242,12360,-8000000.0
243,12380,-2.0
243,12400,1000000.0
243,12420,2000000.0
244,12440,5.0
244,12460,-14000000.0
244,12480,-3000000.0
245,12500,-15.0
245,12520,1000000.0
246,12540,0.0
246,12560,2000000.0
246,12580,0.0
247,12600,-16.0
247,12620,4000000.0
248,12640,29.0
248,12660,-10000000.0
248,12680,14000000.0
248,12700,9000000.0
249,12720,17.0
249,12740,12000000.0
250,12760,23.0
250,12780,4000000.0
251,12800,17.0
251,12820,6000000.0
251,12840,8000000.0
252,12860,25.0
253,12880,11.0
253,12900,-1000000.0
253,12920,-4000000.0
253,12940,1000000.0
254,12960,-2.0
254,12980,10000000.0
255,13000,29.0
255,13020,12000000.0
256,13040,34.0
256,13060,-2000000.0
257,13080,1.0
257,13100,11000000.0
258,13120,28.0
258,13140,-8000000.0
258,13160,0.0
259,13180,-29.0
259,13200,3000000.0
259,13220,-2000000.0
260,13240,6.0
260,13260,-11000000.0
260,13280,-8000000.0
261,13300,-8.0
261,13320,-5000000.0
261,13340,0.0
262,13360,2.0
262,13380,0.0
263,13400,-13.0
263,13420,1000000.0
263,13440,1000000.0
264,13460,-9.0
264,13480,-2000000.0
264,13500,-2000000.0
265,13520,17.0
265,13540,4000000.0
265,13560,-3000000.0
265,13580,-1000000.0
266,13600,0.0
266,13620,-3000000.0
266,13640,-5000000.0
267,13660,0.0
267,13680,0.0
268,13700,5.0
268,13720,4000000.0
269,13740,4.0
269,13760,-2000000.0
270,13780,1.0
270,13800,3000000.0
271,13820,19.0
271,13840,3000000.0
271,13860,10000000.0
271,13880,3000000.0
272,13900,18.0
272,13920,5000000.0
272,13940,-8000000.0
273,13960,-13.0
273,13980,-6000000.0
273,14000,3000000.0
274,14020,3.0
274,14040,-1000000.0
274,14060,0.0
275,14080,4.0
275,14100,-7000000.0
276,14120,-26.0
276,14140,0.0
276,14160,-1000000.0
276,14180,-1000000.0
276,14200,-2000000.0
276,14220,1000000.0
277,14240,3.0
277,14260,3000000.0
278,14280,10.0
278,14300,-2000000.0
278,14320,-2000000.0
279,14340,-17.0
279,14360,-7000000.0
279,14380,0.0
280,14400,-3.0
280,14420,-2000000.0
280,14440,-1000000.0
281,14460,-6.0
281,14480,-4000000.0
281,14500,0.0
282,14520,-6.0
282,14540,4000000.0
283,14560,1.0
283,14580,3000000.0
283,14600,-2000000.0
283,14620,-1000000.0
284,14640,5.0
284,14660,5000000.0
285,14680,12.0
285,14700,1000000.0
286,14720,1.0
286,14740,0.0
286,14760,-3000000.0
287,14780,-6.0
288,14800,-4.0
288,14820,3000000.0
288,14840,1000000.0
288,14860,4000000.0
289,14880,9.0
289,14900,1000000.0
289,14920,-2000000.0
290,14940,-4.0
290,14960,2000000.0
290,14980,2000000.0
291,15000,3.0
291,15020,-1000000.0
292,15040,-1.0
292,15060,1000000.0
293,15080,-1.0
294,15100,-4.0
294,15120,-1000000.0
294,15140,1000000.0
295,15160,2.0
295,15180,-2000000.0
296,15200,-8.0
296,15220,0.0
296,15240,-4000000.0
297,15260,2.0
297,15280,6000000.0
298,15300,11.0
298,15320,0.0
299,15340,-9.0
299,15360,3000000.0
299,15380,-4000000.0
300,15400,0.0
300,15420,5000000.0
301,15440,14.0
301,15460,-4000000.0
301,15480,-6000000.0
302,15500,-8.0
302,15520,0.0
302,15540,4000000.0
303,15560,-6.0
303,15580,-2000000.0
303,15600,-4000000.0
304,15620,-8.0
304,15640,7000000.0
304,15660,0.0
305,15680,14.0
305,15700,-5000000.0
307,15720,-7.5
307,15740,-4000000.0
307,15760,1000000.0
307,15780,-1000000.0
308,15800,5.0
308,15820,-3000000.0
308,15840,-2000000.0
309,15860,3.0
309,15880,2000000.0
310,15900,-2.0
310,15920,0.0
311,15940,-1.0
311,15960,3000000.0
311,15980,-4000000.0
312,16000,-2.0
312,16020,1000000.0
312,16040,4000000.0
313,16060,11.0
313,16080,2000000.0
313,16100,0.0
314,16120,-2.0
314,16140,2000000.0
314,16160,3000000.0
314,16180,-2000000.0
314,16200,-2000000.0
315,16220,2.0
315,16240,2000000.0
315,16260,2000000.0
316,16280,7.0
316,16300,-1000000.0
316,16320,0.0
317,16340,5.0
317,16360,-3000000.0
318,16380,-3.0
318,16400,1000000.0
319,16420,1.0
319,16440,-1000000.0
320,16460,1.0
320,16480,-2000000.0
320,16500,3000000.0
320,16520,2000000.0
321,16540,1.0
322,16560,-4.0
322,16580,2000000.0
322,16600,-3000000.0
322,16620,-1000000.0
323,16640,4.0
323,16660,11000000.0
324,16680,26.0
324,16700,4000000.0
325,16720,6.0
325,16740,1000000.0
325,16760,0.0
326,16780,-1.0
326,16800,2000000.0
327,16820,1.0
327,16840,2000000.0
327,16860,3000000.0
328,16880,9.0
328,16900,-3000000.0
328,16920,0.0
329,16940,3.0
329,16960,3000000.0
330,16980,8.0
330,17000,0.0
331,17020,3.0
331,17040,4000000.0
332,17060,6.0
332,17080,6000000.0
333,17100,8.0
333,17120,-2000000.0
333,17140,0.0
334,17160,0.0
334,17180,0.0
335,17200,3.0
335,17220,5000000.0
336,17240,9.0
336,17260,-1000000.0
336,17280,-2000000.0
336,17300,-5000000.0
337,17320,-9.0
337,17340,1000000.0
338,17360,6.0
338,17380,8000000.0
338,17400,12000000.0
339,17420,28.0
339,17440,-3000000.0
339,17460,9000000.0
340,17480,14.0
340,17500,7000000.0
340,17520,-9000000.0
341,17540,0.0
341,17560,3000000.0
342,17580,11.0
342,17600,3000000.0
343,17620,-4.0
343,17640,3000000.0
343,17660,4000000.0
344,17680,13.0
344,17700,5000000.0
344,17720,8000000.0
345,17740,31.0
345,17760,14000000.0
346,17780,37.0
346,17800,7000000.0
346,17820,0.0
347,17840,15.0
347,17860,-8000000.0
347,17880,7000000.0
348,17900,9.0
348,17920,-10000000.0
349,17940,-21.0
349,17960,-8000000.0
349,17980,5000000.0
349,18000,-11000000.0
350,18020,-37.0
350,18040,-7000000.0
351,18060,-12.0
351,18080,11000000.0
352,18100,23.0
352,18120,4000000.0
353,18140,11.0
353,18160,9000000.0
354,18180,18.0
354,18200,-7000000.0
355,18220,-10.0
355,18240,7000000.0
356,18260,15.0
356,18280,-1000000.0
356,18300,6000000.0
357,18320,19.0
357,18340,-2000000.0
357,18360,-2000000.0
358,18380,20.0
358,18400,10000000.0
358,18420,12000000.0
358,18440,-4000000.0
359,18460,22.0
359,18480,1000000.0
360,18500,-14.0
360,18520,-11000000.0
360,18540,-8000000.0
360,18560,-2000000.0
361,18580,-12.0
361,18600,2000000.0
362,18620,1.0
362,18640,-2000000.0
363,18660,-2.0
364,18680,-4.0
364,18700,4000000.0
364,18720,-5000000.0
364,18740,2000000.0
365,18760,4.0
365,18780,-3000000.0
365,18800,9000000.0
366,18820,13.0
366,18840,4000000.0
367,18860,-5.0
367,18880,-3000000.0
368,18900,-4.0
368,18920,3000000.0
368,18940,-11000000.0
369,18960,-13.0
369,18980,-2000000.0
369,19000,-2000000.0
369,19020,0.0
370,19040,-24.0
370,19060,-2000000.0
371,19080,-9.0
371,19100,-1000000.0
372,19120,0.0
372,19140,1000000.0
373,19160,1.0
373,19180,5000000.0
374,19200,18.0
374,19220,2000000.0
375,19240,8.0
375,19260,4000000.0
375,19280,-9000000.0
376,19300,-14.0
376,19320,3000000.0
376,19340,8000000.0
377,19360,-1.0
377,19380,5000000.0
377,19400,4000000.0
378,19420,13.0
378,19440,1000000.0
378,19460,-1000000.0
379,19480,1.0
379,19500,4000000.0
380,19520,25.0
381,19540,30.0
381,19560,8000000.0
382,19580,29.0
382,19600,17000000.0
382,19620,16000000.0
382,19640,-9000000.0
383,19660,43.0
383,19680,11000000.0
384,19700,47.0
384,19720,-14000000.0
385,19740,-37.0
385,19760,-11000000.0
385,19780,-11000000.0
386,19800,-31.0
386,19820,-2000000.0
387,19840,-19.0
387,19860,15000000.0
388,19880,30.0
388,19900,-11000000.0
389,19920,-33.0
389,19940,-7000000.0
390,19960,-20.0
390,19980,-2000000.0
390,20000,-11000000.0
391,20020,-40.0
391,20040,-11000000.0
392,20060,-30.0
392,20080,-12000000.0
393,20100,-26.0
393,20120,10000000.0
394,20140,28.0
394,20160,9000000.0
395,20180,32.0
395,20200,6000000.0
396,20220,21.0
396,20240,-3000000.0
397,20260,10.0
397,20280,0.0
397,20300,1000000.0
398,20320,20.0
398,20340,0.0
399,20360,5.0
399,20380,18000000.0
400,20400,19.0
400,20420,1000000.0
401,20440,11.0
401,20460,6000000.0
402,20480,22.0
402,20500,11000000.0
403,20520,23.0
403,20540,3000000.0
403,20560,-2000000.0
403,20580,-8000000.0
404,20600,-9.0
405,20620,-4.0
405,20640,7000000.0
406,20660,5.0
406,20680,11000000.0
406,20700,4000000.0
406,20720,6000000.0
407,20740,20.0
407,20760,0.0
408,20780,-2.0
408,20800,-3000000.0
408,20820,-2000000.0
408,20840,-1000000.0
409,20860,8.0
409,20880,11000000.0
410,20900,35.0
410,20920,13000000.0
411,20940,28.0
411,20960,-1000000.0
411,20980,-2000000.0
412,21000,0.0
412,21020,7000000.0
412,21040,3000000.0
413,21060,10.0
413,21080,-13000000.0
413,21100,10000000.0
413,21120,12000000.0
414,21140,13.0
414,21160,-3000000.0
414,21180,1000000.0
415,21200,10.0
415,21220,-4000000.0
416,21240,8.0
416,21260,0.0
416,21280,4000000.0
417,21300,15.0
417,21320,9000000.0
418,21340,35.0
418,21360,-4000000.0
418,21380,2000000.0
418,21400,3000000.0
418,21420,3000000.0
419,21440,2.0
419,21460,-1000000.0
419,21480,0.0
419,21500,1000000.0
420,21520,-5.0
420,21540,5000000.0
421,21560,3.0
421,21580,1000000.0
422,21600,-8.0
422,21620,5000000.0
423,21640,16.0
423,21660,-2000000.0
424,21680,-8.0
424,21700,2000000.0
425,21720,8.0
425,21740,14000000.0
426,21760,16.0
426,21780,0.0
426,21800,-6000000.0
427,21820,-7.0
427,21840,2000000.0
427,21860,7000000.0
427,21880,-7000000.0
428,21900,-10.0
428,21920,0.0
429,21940,-6.0
429,21960,9000000.0
430,21980,11.0
430,22000,-5000000.0
430,22020,6000000.0
431,22040,-17.0
431,22060,9000000.0
431,22080,5000000.0
432,22100,3.0
432,22120,7000000.0
432,22140,13000000.0
433,22160,21.0
433,22180,12000000.0
434,22200,31.0
434,22220,4000000.0
435,22240,16.0
435,22260,14000000.0
435,22280,14000000.0
436,22300,50.0
436,22320,8000000.0
437,22340,23.0
437,22360,-7000000.0
437,22380,-3000000.0
438,22400,2.0
438,22420,5000000.0
439,22440,28.0
439,22460,9000000.0
440,22480,27.0
440,22500,-6000000.0
441,22520,-25.0
441,22540,13000000.0
442,22560,42.0
442,22580,-1000000.0
442,22600,1000000.0
442,22620,-8000000.0
443,22640,-3.0
443,22660,-6000000.0
444,22680,9.0
444,22700,-17000000.0
444,22720,-18000000.0
445,22740,-31.0
445,22760,-6000000.0
445,22780,-5000000.0
446,22800,-8.0
446,22820,-15000000.0
447,22840,-45.0
447,22860,-1000000.0
447,22880,-4000000.0
448,22900,9.0
448,22920,11000000.0
448,22940,8000000.0
448,22960,-5000000.0
449,22980,4.0
449,23000,6000000.0
449,23020,6000000.0
450,23040,15.0
450,23060,3000000.0
450,23080,10000000.0
451,23100,34.0
451,23120,13000000.0
452,23140,26.0
452,23160,-1000000.0
453,23180,2.0
453,23200,4000000.0
454,23220,18.0
454,23240,10000000.0
454,23260,7000000.0
455,23280,19.0
455,23300,12000000.0
455,23320,3000000.0
456,23340,20.0
456,23360,6000000.0
456,23380,-6000000.0
457,23400,-17.0
457,23420,-7000000.0
457,23440,4000000.0
457,23460,1000000.0
458,23480,3.0
458,23500,-1000000.0
458,23520,4000000.0
459,23540,7.0
459,23560,-9000000.0
460,23580,-14.0
460,23600,-1000000.0
460,23620,5000000.0
460,23640,0.0
460,23660,5000000.0
461,23680,20.0
461,23700,7000000.0
462,23720,26.0
462,23740,-2000000.0
462,23760,-4000000.0
463,23780,-11.0
463,23800,-7000000.0
463,23820,3000000.0
463,23840,6000000.0
464,23860,-8.0
464,23880,-2000000.0
465,23900,-7.0
465,23920,0.0
465,23940,-3000000.0
466,23960,2.0
466,23980,3000000.0
467,24000,11.0
467,24020,-1000000.0
467,24040,3000000.0
467,24060,-3000000.0
468,24080,1.0
468,24100,4000000.0
469,24120,14.0
469,24140,11000000.0
470,24160,20.0
470,24180,4000000.0
470,24200,-1000000.0
471,24220,7.0
472,24240,-3.0
472,24260,0.0
472,24280,-2000000.0
472,24300,-6000000.0
473,24320,-10.0
473,24340,-7000000.0
473,24360,10000000.0
474,24380,17.0
474,24400,-3000000.0
474,24420,9000000.0
475,24440,9.0
475,24460,-4000000.0
475,24480,-3000000.0
476,24500,-1.0
476,24520,4000000.0
477,24540,15.0
478,24560,7.0
478,24580,-1000000.0
479,24600,4.0
479,24620,-6000000.0
479,24640,-4000000.0
480,24660,-11.0
480,24680,-1000000.0
481,24700,6.0
481,24720,8000000.0
482,24740,13.0
482,24760,6000000.0
482,24780,-2000000.0
483,24800,13.0
483,24820,-6000000.0
484,24840,5.0
484,24860,4000000.0
485,24880,17.0
485,24900,1000000.0
485,24920,-2000000.0
486,24940,-6.0
486,24960,8000000.0
486,24980,2000000.0
486,25000,5000000.0
487,25020,13.0
487,25040,0.0
488,25060,-5.0
488,25080,-2000000.0
488,25100,0.0
489,25120,8.0
489,25140,2000000.0
489,25160,3000000.0
491,25180,6.0
491,25200,-2000000.0
491,25220,1000000.0
492,25240,17.0
492,25260,1000000.0
492,25280,-4000000.0
493,25300,-3.0
493,25320,2000000.0
494,25340,-8.0
494,25360,-1000000.0
495,25380,-3.0
495,25400,5000000.0
495,25420,-5000000.0
495,25440,3000000.0
496,25460,13.0
496,25480,-2000000.0
496,25500,7000000.0
497,25520,23.0
497,25540,4000000.0
497,25560,0.0
498,25580,19.0
498,25600,9000000.0
498,25620,4000000.0
498,25640,-1000000.0
499,25660,21.0
499,25680,3000000.0
499,25700,-4000000.0
500,25720,13.0
500,25740,-3000000.0
500,25760,-1000000.0
501,25780,-7.0
501,25800,1000000.0
502,25820,1.0
502,25840,-2000000.0
502,25860,6000000.0
503,25880,7.0
503,25900,3000000.0
504,25920,11.0
504,25940,5000000.0
504,25960,1000000.0
505,25980,12.0
506,26000,21.0
506,26020,3000000.0
506,26040,1000000.0
506,26060,-2000000.0
507,26080,8.0
507,26100,13000000.0
508,26120,35.0
508,26140,7000000.0
509,26160,28.0
509,26180,5000000.0
509,26200,12000000.0
510,26220,21.0
510,26240,1000000.0
511,26260,2.0
511,26280,0.0
511,26300,3000000.0
512,26320,12.0
512,26340,1000000.0
512,26360,-11000000.0
513,26380,6.0
513,26400,14000000.0
514,26420,46.0
514,26440,14000000.0
515,26460,37.0
515,26480,16000000.0
516,26500,25.0
516,26520,8000000.0
517,26540,7.0
517,26560,2000000.0
517,26580,4000000.0
518,26600,10.0
518,26620,10000000.0
519,26640,19.0
519,26660,-7000000.0
519,26680,-1000000.0
520,26700,-2.0
520,26720,-3000000.0
520,26740,-1000000.0
521,26760,2.0
521,26780,2000000.0
522,26800,2.0
522,26820,7000000.0
522,26840,10000000.0
