episode,timestep,reward
1461,75000,0.0
1464,75200,0.0
1468,75400,0.0
1472,75600,0.0
1476,75800,0.0
1480,76000,0.0
1484,76200,0.0
1488,76400,0.0
1493,76600,0.0
1498,76800,0.0
1502,77000,0.0
1507,77200,0.0
1511,77400,0.0
1515,77600,0.0
1518,77800,0.0
1522,78000,0.0
1524,78200,0.0
1529,78400,0.0
1533,78600,0.0
1536,78800,0.0
1541,79000,0.0
1545,79200,0.0
1549,79400,0.0
1552,79600,0.0
1556,79800,0.0
1560,80000,0.0
1563,80200,0.0
1566,80400,0.0
1569,80600,0.0
1573,80800,0.0
1577,81000,0.0
1581,81200,0.0
1585,81400,0.0
1590,81600,0.0
1593,81800,0.0
1598,82000,0.0
1601,82200,0.0
1604,82400,0.0
1608,82600,0.0
1612,82800,0.0
1616,83000,0.0
1620,83200,0.0
1624,83400,0.0
1628,83600,0.0
1632,83800,0.0
1635,84000,0.0
1639,84200,0.0
1644,84400,0.0
1647,84600,0.0
1652,84800,0.0
1656,85000,0.0
1659,85200,0.0
1664,85400,0.0
1667,85600,0.0
1671,85800,0.0
1676,86000,0.0
1681,86200,0.0
1685,86400,0.0
1690,86600,0.0
1694,86800,0.0
1698,87000,0.0
1701,87200,0.0
1705,87400,0.0
1707,87600,0.0
1712,87800,0.0
1716,88000,0.0
1720,88200,0.0
1724,88400,0.0
1728,88600,0.0
1732,88800,0.0
1735,89000,0.0
1738,89200,0.0
1743,89400,0.0
1746,89600,0.0
1749,89800,0.0
1753,90000,0.0
1756,90200,0.0
1760,90400,0.0
1764,90600,0.0
1768,90800,0.0
1773,91000,0.0
1776,91200,0.0
1780,91400,0.0
1784,91600,0.0
1787,91800,0.0
1791,92000,0.0
1795,92200,0.0
1799,92400,0.0
1803,92600,0.0
1808,92800,0.0
1811,93000,0.0
1815,93200,0.0
1819,93400,0.0
1822,93600,0.0
1827,93800,0.0
1831,94000,0.0
1834,94200,0.0
1838,94400,0.0
1842,94600,0.0
1847,94800,0.0
1850,95000,0.0
1855,95200,0.0
1859,95400,0.0
1863,95600,0.0
1869,95800,0.0
1873,96000,0.0
1877,96200,0.0
1880,96400,0.0
1884,96600,0.0
1888,96800,0.0
1891,97000,0.0
1895,97200,0.0
1899,97400,0.0
1903,97600,0.0
1907,97800,0.0
1911,98000,0.0
1915,98200,0.0
1919,98400,0.0
1922,98600,0.0
1926,98800,0.0
1929,99000,0.0
1932,99200,0.0
1936,99400,0.0
1939,99600,0.0
1944,99800,0.0
1947,100000,0.0
1952,100200,0.0
1956,100400,0.0
1960,100600,0.0
1964,100800,0.0
1968,101000,0.0
1971,101200,0.0
1974,101400,0.0
1978,101600,0.0
1983,101800,0.0
1986,102000,0.0
1991,102200,0.0
1994,102400,0.0
1998,102600,0.0
2002,102800,0.0
2005,103000,0.0
2010,103200,0.0
2014,103400,0.0
2017,103600,0.0
2021,103800,0.0
2025,104000,0.0
2030,104200,0.0
2033,104400,0.0
2038,104600,0.0
2042,104800,0.0
2046,105000,0.0
2051,105200,0.0
2056,105400,0.0
2060,105600,0.0
2064,105800,0.0
2068,106000,0.0
2071,106200,0.0
2074,106400,0.0
2078,106600,0.0
2082,106800,0.0
2086,107000,0.0
2090,107200,0.0
2094,107400,0.0
2098,107600,0.0
2102,107800,0.0
2105,108000,0.0
2109,108200,0.0
2113,108400,0.0
2116,108600,0.0
2119,108800,0.0
2123,109000,0.0
2126,109200,0.0
2130,109400,0.0
2135,109600,0.0
2139,109800,0.0
2143,110000,0.0
2147,110200,0.0
2151,110400,0.0
2154,110600,0.0
2157,110800,0.0
2162,111000,0.0
2165,111200,0.0
2169,111400,0.0
2174,111600,0.0
2178,111800,0.0
2181,112000,0.0
2185,112200,0.0
2189,112400,0.0
2193,112600,0.0
2197,112800,0.0
2200,113000,0.0
2205,113200,0.0
2209,113400,0.0
2213,113600,0.0
2217,113800,0.0
2221,114000,0.0
2225,114200,0.0
2230,114400,0.0
2234,114600,0.0
2239,114800,0.0
2243,115000,0.0
2247,115200,0.0
2251,115400,0.0
2254,115600,0.0
2258,115800,0.0
2261,116000,0.0
2266,116200,0.0
2269,116400,0.0
2273,116600,0.0
2277,116800,0.0
2282,117000,0.0
2285,117200,0.0
2288,117400,0.0
2292,117600,0.0
2296,117800,0.0
2299,118000,0.0
2302,118200,0.0
2306,118400,0.0
2310,118600,0.0
2313,118800,0.0
2318,119000,0.0
2322,119200,0.0
2326,119400,0.0
2329,119600,0.0
2334,119800,0.0
2337,120000,0.0
2340,120200,0.0
2344,120400,0.0
2349,120600,0.0
2352,120800,0.0
2357,121000,0.0
2361,121200,0.0
2364,121400,0.0
2368,121600,0.0
2372,121800,0.0
2376,122000,0.0
2381,122200,0.0
2384,122400,0.0
2388,122600,0.0
2392,122800,0.0
2396,123000,0.0
2400,123200,0.0
2404,123400,0.0
2408,123600,0.0
2413,123800,0.0
2417,124000,0.0
2422,124200,0.0
2426,124400,0.0
2430,124600,0.0
2434,124800,0.0
2437,125000,0.0
2441,125200,0.0
2444,125400,0.0
2448,125600,0.0
2452,125800,0.0
2456,126000,0.0
2460,126200,0.0
2464,126400,0.0
2468,126600,0.0
2472,126800,0.0
2475,127000,0.0
2479,127200,0.0
2482,127400,0.0
2486,127600,0.0
2489,127800,0.0
2493,128000,0.0
2497,128200,0.0
2500,128400,0.0
2505,128600,0.0
2509,128800,0.0
2513,129000,0.0
2517,129200,0.0
2521,129400,0.0
2524,129600,0.0
2528,129800,0.0
2532,130000,0.0
2536,130200,0.0
2540,130400,0.0
2544,130600,0.0
2547,130800,0.0
2552,131000,0.0
2555,131200,0.0
2559,131400,0.0
2564,131600,0.0
2567,131800,0.0
2571,132000,0.0
2575,132200,0.0
2579,132400,0.0
2583,132600,0.0
2587,132800,0.0
2591,133000,0.0
2595,133200,0.0
2600,133400,0.0
2605,133600,0.0
2610,133800,0.0
2614,134000,0.0
2617,134200,0.0
2621,134400,0.0
2624,134600,0.0
2627,134800,0.0
2632,135000,0.0
2635,135200,0.0
2639,135400,0.0
2643,135600,0.0
2647,135800,0.0
2651,136000,0.0
2655,136200,0.0
2658,136400,0.0
2663,136600,0.0
2666,136800,0.0
2669,137000,0.0
2672,137200,0.0
2676,137400,0.0
2680,137600,0.0
2683,137800,0.0
2688,138000,0.0
2693,138200,0.0
2696,138400,0.0
2700,138600,0.0
2704,138800,0.0
2707,139000,0.0
2711,139200,0.0
2715,139400,0.0
2719,139600,0.0
2723,139800,0.0
2727,140000,0.0
2731,140200,0.0
2735,140400,0.0
2738,140600,0.0
2742,140800,0.0
2747,141000,0.0
2750,141200,0.0
2754,141400,0.0
2758,141600,0.0
2762,141800,0.0
2766,142000,0.0
2770,142200,0.0
2774,142400,0.0
2778,142600,0.0
2783,142800,0.0
2788,143000,0.0
2793,143200,0.0
2797,143400,0.0
2800,143600,0.0
2804,143800,0.0
2807,144000,0.0
2810,144200,0.0
2814,144400,0.0
2819,144600,0.0
2822,144800,0.0
2826,145000,0.0
2831,145200,0.0
2835,145400,0.0
2838,145600,0.0
2841,145800,0.0
2846,146000,0.0
2849,146200,0.0
2852,146400,0.0
2855,146600,0.0
2859,146800,0.0
2863,147000,0.0
2866,147200,0.0
2871,147400,0.0
2876,147600,0.0
2879,147800,0.0
2884,148000,0.0
2887,148200,0.0
2890,148400,0.0
2894,148600,0.0
2898,148800,0.0
2902,149000,0.0
2906,149200,0.0
2910,149400,0.0
2914,149600,0.0
2918,149800,0.0
2922,150000,0.0
2925,150200,0.0
2930,150400,0.0
2934,150600,0.0
2937,150800,0.0
2941,151000,0.0
2945,151200,0.0
2949,151400,0.0
2953,151600,0.0
2958,151800,0.0
2962,152000,0.0
2966,152200,0.0
2971,152400,0.0
2976,152600,0.0
2980,152800,0.0
2984,153000,0.0
2987,153200,0.0
2991,153400,0.0
2994,153600,0.0
2997,153800,0.0
3002,154000,0.0
3006,154200,0.0
3009,154400,0.0
3013,154600,0.0
3018,154800,0.0
3021,155000,0.0
3025,155200,0.0
3029,155400,0.0
3032,155600,0.0
3036,155800,0.0
3039,156000,0.0
3042,156200,0.0
3046,156400,0.0
3050,156600,0.0
3054,156800,0.0
3059,157000,0.0
3062,157200,0.0
3067,157400,0.0
3071,157600,0.0
3074,157800,0.0
3077,158000,0.0
3081,158200,0.0
3085,158400,0.0
3089,158600,0.0
3093,158800,0.0
3097,159000,0.0
3101,159200,0.0
3105,159400,0.0
3109,159600,0.0
3113,159800,0.0
3117,160000,0.0
3120,160200,0.0
3124,160400,0.0
3128,160600,0.0
3132,160800,0.0
3136,161000,0.0
3141,161200,0.0
3145,161400,0.0
3149,161600,0.0
3154,161800,0.0
3158,162000,0.0
3163,162200,0.0
3167,162400,0.0
3171,162600,0.0
3174,162800,0.0
3178,163000,0.0
3180,163200,0.0
3185,163400,0.0
3189,163600,0.0
3192,163800,0.0
3197,164000,0.0
3201,164200,0.0
3205,164400,0.0
3208,164600,0.0
3212,164800,0.0
3216,165000,0.0
3219,165200,0.0
3222,165400,0.0
3225,165600,0.0
3229,165800,0.0
3233,166000,0.0
3237,166200,0.0
3242,166400,0.0
3246,166600,0.0
3249,166800,0.0
3254,167000,0.0
3257,167200,0.0
3260,167400,0.0
3264,167600,0.0
3268,167800,0.0
3272,168000,0.0
3277,168200,0.0
3280,168400,0.0
3284,168600,0.0
3288,168800,0.0
3291,169000,0.0
3296,169200,0.0
3300,169400,0.0
3303,169600,0.0
3308,169800,0.0
3312,170000,0.0
3315,170200,0.0
3320,170400,0.0
3323,170600,0.0
3327,170800,0.0
3332,171000,0.0
3337,171200,0.0
3341,171400,0.0
3346,171600,0.0
3350,171800,0.0
3354,172000,0.0
3357,172200,0.0
3361,172400,0.0
3363,172600,0.0
3368,172800,0.0
3372,173000,0.0
3376,173200,0.0
3380,173400,0.0
3384,173600,0.0
3388,173800,0.0
3391,174000,0.0
3395,174200,0.0
3399,174400,0.0
3402,174600,0.0
3405,174800,0.0
3409,175000,0.0
3412,175200,0.0
3416,175400,0.0
3420,175600,0.0
3424,175800,0.0
3429,176000,0.0
3432,176200,0.0
3437,176400,0.0
3440,176600,0.0
3443,176800,0.0
3447,177000,0.0
3451,177200,0.0
3455,177400,0.0
3460,177600,0.0
3464,177800,0.0
3467,178000,0.0
3471,178200,0.0
3475,178400,0.0
3479,178600,0.0
3483,178800,0.0
3487,179000,0.0
3491,179200,0.0
3495,179400,0.0
3498,179600,0.0
3503,179800,0.0
3506,180000,0.0
3511,180200,0.0
3515,180400,0.0
3520,180600,0.0
3525,180800,0.0
3529,181000,0.0
3533,181200,0.0
3536,181400,0.0
3540,181600,0.0
3544,181800,0.0
3547,182000,0.0
3551,182200,0.0
3555,182400,0.0
3559,182600,0.0
3563,182800,0.0
3567,183000,0.0
3571,183200,0.0
3575,183400,0.0
3578,183600,0.0
3582,183800,0.0
3585,184000,0.0
3588,184200,0.0
3592,184400,0.0
3595,184600,0.0
3600,184800,0.0
3603,185000,0.0
3608,185200,0.0
3612,185400,0.0
3616,185600,0.0
3620,185800,0.0
3624,186000,0.0
3627,186200,0.0
3630,186400,0.0
3634,186600,0.0
3639,186800,0.0
3642,187000,0.0
3647,187200,0.0
3650,187400,0.0
3655,187600,0.0
3658,187800,0.0
3661,188000,0.0
3666,188200,0.0
3670,188400,0.0
3673,188600,0.0
3678,188800,0.0
3681,189000,0.0
3686,189200,0.0
3689,189400,0.0
3694,189600,0.0
3698,189800,0.0
3702,190000,0.0
3707,190200,0.0
3712,190400,0.0
3716,190600,0.0
3720,190800,0.0
3724,191000,0.0
3727,191200,0.0
3730,191400,0.0
3734,191600,0.0
3738,191800,0.0
3742,192000,0.0
3746,192200,0.0
3750,192400,0.0
3754,192600,0.0
3758,192800,0.0
3761,193000,0.0
3765,193200,0.0
3769,193400,0.0
3772,193600,0.0
3775,193800,0.0
3779,194000,0.0
3783,194200,0.0
3786,194400,0.0
3791,194600,0.0
3795,194800,0.0
3799,195000,0.0
3803,195200,0.0
3807,195400,0.0
3810,195600,0.0
3813,195800,0.0
3818,196000,0.0
3822,196200,0.0
3825,196400,0.0
3830,196600,0.0
3834,196800,0.0
3837,197000,0.0
3841,197200,0.0
3845,197400,0.0
3849,197600,0.0
3853,197800,0.0
3856,198000,0.0
3861,198200,0.0
3865,198400,0.0
3869,198600,0.0
3873,198800,0.0
3877,199000,0.0
3881,199200,0.0
3886,199400,0.0
3890,199600,0.0
3895,199800,0.0
3899,200000,0.0
3903,200200,0.0
3907,200400,0.0
3910,200600,0.0
3914,200800,0.0
3917,201000,0.0
3922,201200,0.0
3925,201400,0.0
3929,201600,0.0
3933,201800,0.0
3938,202000,0.0
3941,202200,0.0
3945,202400,0.0
3948,202600,0.0
3952,202800,0.0
3956,203000,0.0
3958,203200,0.0
3962,203400,0.0
3966,203600,0.0
3969,203800,0.0
3974,204000,0.0
3978,204200,0.0
3982,204400,0.0
3987,204600,0.0
3990,204800,0.0
3994,205000,0.0
3996,205200,0.0
4000,205400,0.0
4005,205600,0.0
4008,205800,0.0
4013,206000,0.0
4017,206200,0.0
4020,206400,0.0
4024,206600,0.0
4028,206800,0.0
4032,207000,0.0
4037,207200,0.0
4040,207400,0.0
4044,207600,0.0
4048,207800,0.0
4052,208000,0.0
4056,208200,0.0
4060,208400,0.0
4064,208600,0.0
4069,208800,0.0
4073,209000,0.0
4078,209200,0.0
4083,209400,0.0
4086,209600,0.0
4090,209800,0.0
4093,210000,0.0
4097,210200,0.0
4100,210400,0.0
4105,210600,0.0
4108,210800,0.0
4112,211000,0.0
4116,211200,0.0
4121,211400,0.0
4124,211600,0.0
4128,211800,0.0
4131,212000,0.0
4135,212200,0.0
4138,212400,0.0
4142,212600,0.0
4145,212800,0.0
4149,213000,0.0
4153,213200,0.0
4156,213400,0.0
4161,213600,0.0
4165,213800,0.0
4169,214000,0.0
4173,214200,0.0
4177,214400,0.0
4180,214600,0.0
4184,214800,0.0
4188,215000,0.0
4192,215200,0.0
4196,215400,0.0
4200,215600,0.0
4204,215800,0.0
4208,216000,0.0
4211,216200,0.0
4215,216400,0.0
4220,216600,0.0
4223,216800,0.0
4227,217000,0.0
4231,217200,0.0
4235,217400,0.0
4239,217600,0.0
4243,217800,0.0
4247,218000,0.0
4252,218200,0.0
4256,218400,0.0
4261,218600,0.0
4266,218800,0.0
4270,219000,0.0
4273,219200,0.0
4277,219400,0.0
4280,219600,0.0
4283,219800,0.0
4288,220000,0.0
4291,220200,0.0
4295,220400,0.0
4299,220600,0.0
4304,220800,0.0
4307,221000,0.0
4311,221200,0.0
4314,221400,0.0
4319,221600,0.0
4322,221800,0.0
4325,222000,0.0
4328,222200,0.0
4332,222400,0.0
4336,222600,0.0
4339,222800,0.0
4344,223000,0.0
4349,223200,0.0
4352,223400,0.0
4356,223600,0.0
4360,223800,0.0
4363,224000,0.0
4367,224200,0.0
4371,224400,0.0
4375,224600,0.0
4379,224800,0.0
4383,225000,0.0
4387,225200,0.0
4391,225400,0.0
4394,225600,0.0
4398,225800,0.0
4403,226000,0.0
4406,226200,0.0
4410,226400,0.0
4414,226600,0.0
4418,226800,0.0
4422,227000,0.0
4426,227200,0.0
4430,227400,0.0
4434,227600,0.0
4439,227800,0.0
4444,228000,0.0
4449,228200,0.0
4453,228400,0.0
4456,228600,0.0
4460,228800,0.0
4463,229000,0.0
4466,229200,0.0
4470,229400,0.0
4475,229600,0.0
4478,229800,0.0
4482,230000,0.0
4487,230200,0.0
4491,230400,0.0
4494,230600,0.0
4498,230800,0.0
4502,231000,0.0
4505,231200,0.0
4508,231400,0.0
4511,231600,0.0
4515,231800,0.0
4519,232000,0.0
4522,232200,0.0
4527,232400,0.0
4532,232600,0.0
4535,232800,0.0
4540,233000,0.0
4543,233200,0.0
4546,233400,0.0
4550,233600,0.0
4554,233800,0.0
4558,234000,0.0
4562,234200,0.0
4566,234400,0.0
4570,234600,0.0
4574,234800,0.0
4578,235000,0.0
4581,235200,0.0
4586,235400,0.0
4590,235600,0.0
4593,235800,0.0
4597,236000,0.0
4601,236200,0.0
4605,236400,0.0
4609,236600,0.0
4614,236800,0.0
4618,237000,0.0
4622,237200,0.0
4627,237400,0.0
4632,237600,0.0
4636,237800,0.0
4640,238000,0.0
4643,238200,0.0
4647,238400,0.0
4650,238600,0.0
4653,238800,0.0
4658,239000,0.0
4662,239200,0.0
4665,239400,0.0
4670,239600,0.0
4674,239800,0.0
4678,240000,0.0
4681,240200,0.0
4685,240400,0.0
4688,240600,0.0
4692,240800,0.0
4695,241000,0.0
4698,241200,0.0
4702,241400,0.0
4706,241600,0.0
4710,241800,0.0
4715,242000,0.0
4718,242200,0.0
4723,242400,0.0
4727,242600,0.0
4730,242800,0.0
4733,243000,0.0
4737,243200,0.0
4741,243400,0.0
4745,243600,0.0
4749,243800,0.0
4753,244000,0.0
4757,244200,0.0
4761,244400,0.0
4765,244600,0.0
4769,244800,0.0
4773,245000,0.0
4776,245200,0.0
4781,245400,0.0
4784,245600,0.0
4788,245800,0.0
4792,246000,0.0
4797,246200,0.0
4801,246400,0.0
4805,246600,0.0
4810,246800,0.0
4814,247000,0.0
4819,247200,0.0
4823,247400,0.0
4827,247600,0.0
4830,247800,0.0
4834,248000,0.0
4836,248200,0.0
4841,248400,0.0
4845,248600,0.0
4848,248800,0.0
4853,249000,0.0
4857,249200,0.0
4861,249400,0.0
4864,249600,0.0
4868,249800,0.0
4872,250000,0.0
4875,250200,0.0
4878,250400,0.0
4881,250600,0.0
4885,250800,0.0
4889,251000,0.0
4894,251200,0.0
4898,251400,0.0
4902,251600,0.0
4905,251800,0.0
4910,252000,0.0
4913,252200,0.0
4916,252400,0.0
4920,252600,0.0
4924,252800,0.0
4928,253000,0.0
4933,253200,0.0
4936,253400,0.0
4940,253600,0.0
4944,253800,0.0
4948,254000,0.0
4952,254200,0.0
4956,254400,0.0
4960,254600,0.0
4964,254800,0.0
4968,255000,0.0
4971,255200,0.0
4976,255400,0.0
4979,255600,0.0
4984,255800,0.0
4988,256000,0.0
4993,256200,0.0
4997,256400,0.0
5002,256600,0.0
5006,256800,0.0
5010,257000,0.0
5013,257200,0.0
5017,257400,0.0
5019,257600,0.0
5024,257800,0.0
5028,258000,0.0
5032,258200,0.0
5036,258400,0.0
5040,258600,0.0
5044,258800,0.0
5048,259000,0.0
5051,259200,0.0
5055,259400,0.0
5058,259600,0.0
5061,259800,0.0
5065,260000,0.0
5068,260200,0.0
5072,260400,0.0
5076,260600,0.0
5081,260800,0.0
5085,261000,0.0
5088,261200,0.0
5093,261400,0.0
5096,261600,0.0
5099,261800,0.0
5103,262000,0.0
5107,262200,0.0
5111,262400,0.0
5116,262600,0.0
5120,262800,0.0
5123,263000,0.0
5127,263200,0.0
5131,263400,0.0
5135,263600,0.0
5140,263800,0.0
5143,264000,0.0
5147,264200,0.0
5151,264400,0.0
5154,264600,0.0
5159,264800,0.0
5162,265000,0.0
5167,265200,0.0
5171,265400,0.0
5176,265600,0.0
5181,265800,0.0
5185,266000,0.0
5189,266200,0.0
5193,266400,0.0
5196,266600,0.0
5200,266800,0.0
5203,267000,0.0
5207,267200,0.0
5211,267400,0.0
5215,267600,0.0
5219,267800,0.0
5223,268000,0.0
5227,268200,0.0
5231,268400,0.0
5234,268600,0.0
5238,268800,0.0
5241,269000,0.0
5244,269200,0.0
5248,269400,0.0
5251,269600,0.0
5256,269800,0.0
5259,270000,0.0
5264,270200,0.0
5268,270400,0.0
5272,270600,0.0
5276,270800,0.0
5280,271000,0.0
5283,271200,0.0
5286,271400,0.0
5290,271600,0.0
5295,271800,0.0
5298,272000,0.0
5303,272200,0.0
5306,272400,0.0
5311,272600,0.0
5314,272800,0.0
5317,273000,0.0
5323,273200,0.0
5326,273400,0.0
5329,273600,0.0
5334,273800,0.0
5337,274000,0.0
5342,274200,0.0
5346,274400,0.0
5350,274600,0.0
5354,274800,0.0
5358,275000,0.0
5363,275200,0.0
5368,275400,0.0
5372,275600,0.0
5376,275800,0.0
5380,276000,0.0
5383,276200,0.0
5386,276400,0.0
5390,276600,0.0
5394,276800,0.0
5398,277000,0.0
5402,277200,0.0
5406,277400,0.0
5410,277600,0.0
5414,277800,0.0
5417,278000,0.0
5421,278200,0.0
5425,278400,0.0
5428,278600,0.0
5431,278800,0.0
5435,279000,0.0
5439,279200,0.0
5442,279400,0.0
5447,279600,0.0
5451,279800,0.0
5455,280000,0.0
5459,280200,0.0
5463,280400,0.0
5466,280600,0.0
5469,280800,0.0
5474,281000,0.0
5478,281200,0.0
5482,281400,0.0
5486,281600,0.0
5490,281800,0.0
5493,282000,0.0
5497,282200,0.0
5501,282400,0.0
5505,282600,0.0
5509,282800,0.0
5512,283000,0.0
5517,283200,0.0
5521,283400,0.0
5525,283600,0.0
5529,283800,0.0
5533,284000,0.0
5537,284200,0.0
5542,284400,0.0
5546,284600,0.0
