episode,return_mean,return_std,policy_loss,value_loss,entropy
4800,-0.00,1.00,-0.0000,0.0042,0.0227
4850,-0.00,1.00,-0.0008,0.0036,0.0227
4900,0.00,1.00,0.0026,0.0043,0.0227
4950,-0.00,1.00,-0.0037,0.0027,0.0227
5000,-0.00,1.00,-0.0008,0.0033,0.0227
5050,-0.00,1.00,0.0006,0.0042,0.0227
5100,0.00,1.00,-0.0001,0.0026,0.0227
5150,-0.00,1.00,0.0019,0.0030,0.0227
5200,-0.00,1.00,0.0037,0.0027,0.0227
5250,-0.00,1.00,0.0024,0.0027,0.0227
5300,0.00,1.00,-0.0010,0.0024,0.0227
5350,-0.00,1.00,0.0026,0.0043,0.0227
5400,-0.00,1.00,0.0013,0.0034,0.0227
5450,0.00,1.00,-0.0007,0.0033,0.0227
5500,0.00,1.00,0.0021,0.0032,0.0227
5550,0.00,1.00,-0.0035,0.0039,0.0227
5600,0.00,1.00,0.0019,0.0031,0.0227
5650,-0.00,1.00,-0.0028,0.0041,0.0227
5700,0.00,1.00,-0.0020,0.0050,0.0227
5750,0.00,1.00,-0.0034,0.0039,0.0227
5800,-0.00,1.00,0.0009,0.0021,0.0227
5850,-0.00,1.00,-0.0039,0.0035,0.0227
5900,-0.00,1.00,0.0005,0.0034,0.0227
5950,-0.00,1.00,0.0025,0.0037,0.0227
6000,0.00,1.00,-0.0007,0.0040,0.0227
6050,-0.00,1.00,-0.0014,0.0047,0.0227
6100,0.00,1.00,0.0003,0.0046,0.0227
6150,-0.00,1.00,0.0033,0.0031,0.0227
6200,-0.00,1.00,-0.0030,0.0043,0.0227
6250,0.00,1.00,0.0007,0.0034,0.0227
6300,0.00,1.00,0.0009,0.0039,0.0227
6350,0.00,1.00,0.0010,0.0033,0.0227
6400,-0.00,1.00,0.0001,0.0031,0.0227
6450,-0.00,1.00,0.0039,0.0038,0.0227
6500,-0.00,1.00,0.0015,0.0030,0.0227
6550,0.00,1.00,-0.0026,0.0042,0.0227
6600,-0.00,1.00,-0.0007,0.0033,0.0227
6650,0.00,1.00,-0.0026,0.0031,0.0227
6700,-0.00,1.00,-0.0027,0.0031,0.0227
6750,0.00,1.00,0.0016,0.0029,0.0227
6800,-0.00,1.00,-0.0025,0.0031,0.0227
6850,0.00,1.00,-0.0025,0.0029,0.0227
6900,0.00,1.00,-0.0031,0.0016,0.0227
6950,0.00,1.00,0.0033,0.0038,0.0227
7000,0.00,1.00,0.0013,0.0040,0.0227
